code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table,public_subscription_multiple_ballot,one_lot_success_rate_pct,industry_level_1,industry_level_2,total_applicants,name_cs,cornerstone_count,cornerstone_amount_hkd,cornerstone_top_names,cornerstone_quality_score,lockup_end_date,record_date,margin_amount_hkd,margin_multiple,margin_over_text,underwriter_count,top_underwriters,bookrunner_count,top_bookrunners,lifecycle_stage,pre_listing_score,decision_tier,model_recommendation,risk_tags
3887.HK,HASHKEY HLDGS,2025-12-17,2026-01-12,2025-12-09,2025-12-12,2025-12-15,2025-12-16,主板,"发售以供认购,发售以供配售",是,5.95,6.95,6.68,400,2808.04,240570000,24057200,216512800,1612968832.0,1485020781.0,HKD,"公司将拨支所得款项净额的约40.0%用于在未来三到五年内升级技术及基础设施。所得款项净额的约40.0%将在未来三到五年用于扩大营运团队、提高知名度及建立生态系统合作伙伴关系。所得款项净额的约10.0%将在未来三到五年用于进一步加强公司的营运及风险管理。所得款项净额余下约10.0%将用于营运资金及一般企业用途,为公司提供更大的财务灵活性,以支持公司的日常营运及应对不断变化的业务需求。",393.71,5.46,36.202903640484,首发信息一览,393.71,10.0,金融业,金融,88592,HASHKEY HLDGS,9.0,583941552.0,Cithara Global Multi-Strategy SPC — Bosideng Industry Investment Fund SP；UBS Asset Management (Singapore) Ltd.；至源控股有限公司；利通发展有限公司；Infini Global Master Fund,55.0,2026-06-17,2025-12-12,51017060000,352.7913,超购于304.1304倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,60.4,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2655.HK,果下科技,2025-12-16,2026-01-09,2025-12-08,2025-12-11,2025-12-08,2025-12-15,主板,"发售以供认购,发售以供配售",是,20.1,20.1,20.1,100,2030.26,33852900,3385300,30467600,899885040.0,809750000.0,HKD,"约44.0%将用于提升公司的研发能力。约19.0%将用于建设海外运营及服务网络,以支持国际化增长策略。约27.0%将用于扩大公司大型储能系统产品、工商业储能系统产品及户用储能系统产品的产能,从而有效支持公司的成长策略,并大幅降低因现有产能限制所导致的外包依存度。约10.0%将用作营运资金及作其他一般公司用途。",1890.73,3.63,8.2510539346226,首发信息一览,1890.73,10.0,工业,工业,161076,果下科技,3.0,74250000.0,惠开香港经济发展有限公司；雾淞资本有限公司；Dream’ee (Hong Kong) Open-ended Fund Company,50.0,2026-06-16,2025-12-11,91008890000,1603.7882,超购于1336.4901倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,75.1,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤
7618.HK,京东工业,2025-12-11,2026-01-07,2025-12-03,2025-12-08,2025-12-09,2025-12-10,主板,"发售以供认购,发售以供配售",是,12.7,15.5,14.1,200,3131.26,211208800,21121000,190087800,3033843420.0,2881700000.0,HKD,约35%的募集资金净额预计在未来48至60个月用于进一步增强公司的工业供应链能力;约25%的募集资金净额预计在未来48至60个月用于跨地域的业务扩张;约30%的募集资金净额预计将用于潜在战略投资或收购;约10%的募集资金净额预计将用于一般公司用途及营运资金需要。,60.52,7.88,43.627577193816,首发信息一览,60.52,35.0,工业,工业,72234,京东工业,7.0,1323592380.0,M&G Investments；CPE Elm Investment Limited；晨曦投资管理有限公司；常春藤资产管理(香港)有限公司；刚睿资本管理有限公司,55.0,2026-06-11,2025-12-08,15319340000,56.785,超购于45.7944倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,56.7,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2665.HK,图达通,2025-12-10,2025-12-09,,,2025-12-09,2025-12-09,主板,发售以供配售,是,10.0,10.0,10.0,,,37081637,,,370816370.0,360500000.0,HKD,(i)约60%将用于研发新激光雷达架构、硬件及软件升级;(ii)约20%将用于升级现有生产线;(iii)约10%将用于继承公司的全球扩张;及(iv)约10%将用于一般公司用途。,,,,首发信息一览,,,,,,,,,,,,,,,,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,45.8,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2659.HK,宝济药业-B,2025-12-10,2025-12-09,2025-12-02,2025-12-05,2025-12-02,2025-12-09,主板,"发售以供认购,发售以供配售",是,26.38,26.38,26.38,100,2664.6,37911700,3791200,34120500,1000110646.0,921500000.0,HKD,"约53.5%将用于核心产品(包括KJ017、KJ103及SJ02)的研发及商业化。约17.7%将用于推进公司的其他现有管线产品及筹备相关登记备案。约8.4%将用于持续优化专有合成生物学技术平台,以及研究和开发新候选药物。约10.4%将用于提升及扩大生产能力。为满足商业化后对候选药物不断增长的需求,公司计划新建一条10,000L原料药生产线,以提升产能及效率,同时改善工艺稳定性、效率及质量控制。约10.0%将用作营运资金及一般公司用途。",3526.34,6.59,20.057396529304,首发信息一览,3526.34,7.0,医疗保健业,医疗保健,282687,宝济药业-B,3.0,200596158.0,安科生物(香港)有限公司；Derivatives China Alpha Fund SPC；国泰君安证券投资(香港)有限公司,50.0,2026-06-10,2025-12-05,269209340000,3228.9291,超购于2690.7742倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,76.3,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤
2676.HK,纳芯微,2025-12-08,2026-01-02,2025-11-28,2025-12-03,2025-12-04,2025-12-05,主板,"发售以供认购,发售以供配售",是,,116.0,116.0,100,11716.99,19068400,1906900,17161500,2331020000.0,2211300000.0,HKD,"约18%预计将用于提升公司的底层技术能力及工艺平台。约22%预计将用于进一步丰富公司的产品组合,重点扩大汽车电子应用中的产品。约25%预计将用于扩展公司的海外销售网络及于海外市场推广公司的产品。约25%预计将用于战略投资及/或收购,以实现公司的长期增长策略。约10%预计将用于营运资金及一般企业用途。",25.33,2.65,46.719084349341,首发信息一览,25.33,4.32,资讯科技业,信息技术,21942,纳芯微,7.0,1089031200.0,元禾纳芯国际有限公司；Perseverance Asset Management International (Singapore) Pte. Ltd.；香港好易得国际有限公司；3W Fund Management Limited；Golden Link Worldwide Limited,50.0,2026-06-08,2025-12-03,3447920000,17.7965,超购于14.5873倍,,,1.0,农银国际融资有限公司,已上市/半新股,49.9,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,一手中签率低；基石阵容较多
2687.HK,卓越睿新,2025-12-08,2025-12-05,2025-11-28,2025-12-03,2025-12-04,2025-12-05,主板,"发售以供认购,发售以供配售",是,62.26,76.1,67.5,100,7686.75,6666700,666700,6000000,450002250.0,393650000.0,HKD,所得款项净额的约36.7%预期将用于公司的研发。所得款项净额的约31.8%预期将用于提升公司的客户服务及支持能力。所得款项净额的约21.5%预期将用于在选定城市设立知识图谱构建中心。所得款项净额的约10.0%预期将用于营运资金及一般公司用途。,4813.4,2.33,,首发信息一览,4813.4,1.0,资讯科技业,信息技术,135193,,,,,,,2025-12-03,191212320000,4521.3357,超购于3767.7797倍,,,1.0,农银国际融资有限公司,已上市/半新股,71.6,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2408.HK,遇见小面,2025-12-05,2026-01-01,2025-11-27,2025-12-02,2025-12-03,2025-12-04,主板,"发售以供认购,发售以供配售",是,5.64,7.04,7.04,500,3555.51,97364500,9736500,87628000,685446080.0,617000000.0,HKD,约60.0%用于拓展餐厅网络、扩大地理覆盖范围及加深市场渗透。约10.0%用于通过升级整个餐厅网络的技术及数字系统提升公司的信息技术能力。约10.0%用于品牌建设及进一步提高客户忠诚度。约10.0%用于对中国内地上游食品加工行业潜力公司的战略投资。约10.0%用于一般公司用途及营运资金。,425.97,4.99,24.950058799665,首发信息一览,425.97,2.0,非必需性消费,非日常生活消费品,61057,遇见小面,6.0,171019200.0,"Zeta Wisdom OFC；Hong Kong Shengying Investment Limited；HHLR Advisors, Ltd.；国泰君安证券投资(香港)有限公司；Dream’ee (Hong Kong) Open-ended Fund Company",50.0,2026-06-05,2025-12-02,21574410000,363.948,超购于313.7483倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,57.1,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低；基石阵容较多
2658.HK,天域半导体,2025-12-05,2026-01-01,2025-11-27,2025-12-02,2025-11-27,2025-12-04,主板,"发售以供认购,发售以供配售",是,58.0,58.0,58.0,50,2929.24,30070500,3007050,27063450,1744089000.0,1673100000.0,HKD,"约62.5%预计将于未来五年内用于扩张公司的整体产能,从而提升公司的市场份额及产品竞争力;约15.1%预计将于未来五年内用于提升公司的自主研发及创新能力,以提高产品(如8英吋多层结构超高压器件材料及超级结低阻材料)质量及缩短新产品(如8英吋键合工艺)的开发周期,从而更迅速地回应市场需求;约10.8%预计将用于战略投资及╱或收购,以扩大客户群、丰富公司的产品组合及补充公司的技术,从而实现公司的长远发展策略;约2.1%预计将用于扩展公司的全球销售及市场营销网络;约9.5%预计将用于营运资金及一般企业用途。",60.63,2.47,9.2610698192581,首发信息一览,60.63,10.0,资讯科技业,信息技术,45511,天域半导体,2.0,161521300.0,广东原始森林私募证券投资管理有限公司及广发全球资本有限公司；Glory Ocean Innovation Limited,50.0,2026-06-05,2025-12-02,7708480000,53.5652,超购于43.1977倍,,,1.0,农银国际融资有限公司,已上市/半新股,47.6,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2693.HK,金岩高岭新材,2025-12-03,2025-12-28,2025-11-25,2025-11-28,2025-11-25,2025-12-02,主板,"发售以供认购,发售以供配售",是,7.3,7.3,7.3,500,3686.82,24300000,2430000,21870000,177390000.0,124300000.0,HKD,"约70.8%将用于未来两年莫来石基铝矽系材料深加工项目,旨在提高耐火用莫来石材料的产能。约20.6%将用于建立矽铝新材料工程技术研究中心,从而显著提升公司的研发能力,以持续开发新产品。约0.6%将用于偿还公司若干银行贷款的本金总额及应计利息。约8.0%将分配至营运资金及一般企业用途。",6876.17,2.01,42.9670781893,首发信息一览,6876.17,0.03,原材料业,原材料,171899,金岩高岭新材,4.0,76219300.0,平煤神马(香港)国际投资有限公司；香港创力赢泰投资有限公司；香港金源工贸有限公司；德高矿山科技有限公司,50.0,2026-06-03,2025-11-28,99088880000,6701.9205,超购于5584.9338倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,74.1,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2539.HK,乐摩科技,2025-12-03,2025-12-02,2025-11-25,2025-11-28,2025-12-01,2025-12-02,主板,"发售以供认购,发售以供配售",是,27.0,40.0,40.0,100,4040.35,5555600,555600,5000000,222224000.0,182160000.0,HKD,"约占所得款项净额的60.0%,将用于扩大公司的服务网点的覆盖范围及渗透率。约占所得款项净额的20.0%,将用于持续提升和迭代公司的技术。约占所得款项净额的10.0%,将用于提升公司的品牌知名度及曝光度。约占所得款项净额的10.0%,将用作运营资金及其他一般公司用途。",7324.29,6.78,,首发信息一览,7324.29,0.8,非必需性消费,非日常生活消费品,173139,,,,,,,2025-11-28,131851410000,7118.2065,超购于5931.8388倍,,,1.0,农银国际融资有限公司,已上市/半新股,73.3,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
9609.HK,海伟股份,2025-11-28,2025-12-28,2025-11-20,2025-11-25,2025-11-20,2025-11-27,主板,"发售以供认购,发售以供配售",是,14.28,14.28,14.28,200,2884.8,30831400,3083200,27748200,531424488.0,476160000.0,HKD,所得款项净额的约82.0%预期将用于进一步扩大公司的产能;所得款项净额的约5.0%预期将用于提升公司的研发能力;所得款项净额的约3.0%预期将用于销售及营销活动;所得款项净额的约10.0%预期将用作营运资金及用于其他一般企业用途。,5426.27,6.11,40.65339947225,首发信息一览,5426.27,1.0,工业,信息技术,165803,海伟股份,1.0,216042120.0,汇兴丽海有限公司,50.0,2026-05-28,2025-11-25,189794170000,5171.7015,超购于4309.7512倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,73.7,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2685.HK,量化派,2025-11-27,2025-12-24,2025-11-19,2025-11-24,2025-11-25,2025-11-26,主板,"发售以供认购,发售以供配售",是,8.8,9.8,9.8,500,4949.42,13347500,1335000,12012500,147955500.0,29350000.0,HKD,约55%将获分配用于提高公司的研发能力及改善公司的撮合服务的技术基础设施;约45%将获分配用于推广公司的业务模式。,9366.28,15.07,,首发信息一览,9366.28,0.6,非必需性消费,通讯业务,159327,,,,,,,2025-11-24,92922310000,8521.8277,超购于7101.5231倍,,,,,已上市/半新股,76.1,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
2788.HK,创新实业,2025-11-24,2025-12-19,2025-11-14,2025-11-19,2025-11-20,2025-11-21,主板,"发售以供认购,发售以供配售",是,10.18,10.99,10.99,500,5550.42,500000000,50000000,450000000,6319250000.0,6124600000.0,HKD,"约50.0%预期将用于拓展海外产能,包括建设一家电解铝冶炼厂以及购买及安装生产设备;约40.0%预期将用于公司的绿色能源项目,包括建设绿色能源发电站(特别是风力发电站及太阳能发电站第二期建设)以及购买及安装其所用设备;约10.0%预期将用于营运资金及一般公司用途。",447.2,19.85,43.182260869565,首发信息一览,447.2,10.0,原材料业,原材料,145228,创新实业,18.0,2728795020.0,"HHLR Advisors, Ltd.；中国宏桥集团有限公司；泰康人寿保险有限责任公司；Mercuria Holdings (Singapore) Pte. Ltd.；Glencore International AG",65.0,2026-05-24,2025-11-19,186210980000,391.9332,超购于337.8734倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,69.7,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,基石阵容较多
2579.HK,中伟新材,2025-11-17,2025-12-12,2025-11-07,2025-11-12,2025-11-13,2025-11-16,主板,"发售以供认购,发售以供配售",是,34.0,37.8,34.0,200,7636.24,104225400,10422600,93802800,3543663600.0,3432609775.0,HKD,约50.0%将用于扩大生产及供应链能力;约40.0%将用作新能源电池材料的研发及数字化推进;约10.0%将用作营运资金及其他一般企业用途。,27.9,4.08,46.794316198637,首发信息一览,27.9,10.0,原材料业,原材料,40241,中伟新材,9.0,1658233150.0,贵州省新型工业化发展股权投资基金合伙企业(有限合伙)；宝达投资(香港)有限公司；中创新航科技集团股份有限公司；东圣先行科技及国泰君安证券投资(香港)有限公司；NR 1 SP,60.0,2026-05-17,2025-11-12,7023410000,20.529,超购于16.8270倍,,,1.0,农银国际融资有限公司,已上市/半新股,54.8,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
